simulation,strategy,annual_cost_cny,avg_material_shortage_rate,max_material_shortage_rate,any_material_shortage,cost_weighted_risk
239,Lowest Cost,141211833.01447815,0.062157599129687754,0.49726079303750204,1,38.491649383224605
239,Balanced,142822793.97926837,0.017385115901171103,0.13908092720936882,1,35.85467717702369
239,Resilience,148067947.49297547,0.027816185441873753,0.22252948353499002,1,30.44261278076061
240,Lowest Cost,150267129.12630337,0.0,0.0,0,39.6556288645373
240,Balanced,153002678.0381358,0.0,0.0,0,33.84202072358632
240,Resilience,156381330.62081063,0.0,0.0,0,30.681396016494027
241,Lowest Cost,198758424.38026926,0.01036303685027315,0.0829042948021852,1,37.79358987664326
241,Balanced,200256843.90254804,0.01036303685027315,0.0829042948021852,1,35.893565603042276
241,Resilience,207740045.11780307,0.0,0.0,0,30.44215774225846
242,Lowest Cost,153972711.2432757,0.0,0.0,0,38.224158079373204
242,Balanced,155796809.5131731,0.0,0.0,0,35.803673406108814
242,Resilience,162000970.08023283,0.0,0.0,0,30.44014038226201
243,Lowest Cost,166208557.8644203,0.008994013241537466,0.06302395010717321,1,39.395809423134686
243,Balanced,168288617.55913794,0.026848876551775272,0.21479101241420218,1,34.677113867128305
243,Resilience,171931439.15792802,0.015938878509822688,0.1275110280785815,1,30.68429633739723
244,Lowest Cost,182326669.0863047,0.0,0.0,0,38.213160825803385
244,Balanced,185180878.2776403,0.0,0.0,0,34.05983781598532
244,Resilience,189528428.42769805,0.0,0.0,0,30.68084483052096
245,Lowest Cost,159328310.13979647,0.03897177423965187,0.31177419391721495,1,38.22905620895366
245,Balanced,160907131.1119987,0.013697064888511287,0.1095765191080903,1,36.03824722862238
245,Resilience,166697601.23533517,0.0,0.0,0,30.44313204968319
246,Lowest Cost,143526764.2659251,0.0,0.0,0,38.62307783551677
246,Balanced,145182625.6190439,0.03428203116395971,0.142062562465473,1,35.85710018372403
246,Resilience,150490674.50305238,0.05485124986233551,0.22730009994475664,1,30.442748488012956
247,Lowest Cost,163145606.68615776,0.05792837219077382,0.46342697752619055,1,39.44902019552236
247,Balanced,165532242.21039525,0.014482093047693448,0.11585674438154758,1,34.40745370430099
247,Resilience,168973942.4213519,0.0,0.0,0,30.684211784837007
248,Lowest Cost,203130823.58160037,0.0,0.0,0,38.30750098544411
248,Balanced,204076243.4759914,0.0,0.0,0,35.90800948480669
248,Resilience,210502769.3206895,0.03328437937401324,0.2662750349921059,1,30.680456379880326
249,Lowest Cost,170976975.9684612,0.0,0.0,0,38.902992707750805
249,Balanced,172868629.42257178,0.0,0.0,0,34.696043156728855
249,Resilience,176559206.76928073,0.0,0.0,0,30.66961901806341
250,Lowest Cost,172534362.49701107,0.0,0.0,0,38.13392051186797
250,Balanced,174238078.80376548,0.0,0.0,0,35.86580186095207
250,Resilience,180496656.37803176,0.02210330310358842,0.17682642482870736,1,30.443280123984707
251,Lowest Cost,178934533.96483037,0.04508168879326205,0.18098024078811226,1,39.12011042069924
251,Balanced,180828767.03684562,0.043011458538111,0.14550828372295443,1,34.42539963349524
251,Resilience,184440512.53917658,0.06881833366097763,0.23281325395672714,1,30.684938430542644
252,Lowest Cost,177194726.22775286,0.0,0.0,0,38.00062118549765
252,Balanced,178612905.40217388,0.011832060075607637,0.09465648060486109,1,35.91564544026184
252,Resilience,185102691.2158625,0.01893129612097222,0.15145036896777775,1,30.442932635183062
253,Lowest Cost,158847078.46061468,0.005571162919111042,0.044569303352888334,1,38.361206545596936
253,Balanced,160427470.39797628,0.04784623101951367,0.38276984815610937,1,35.89073572802886
253,Resilience,165516113.99763846,0.03827698481561094,0.3062158785248875,1,30.68029810478193
254,Lowest Cost,164097588.52996865,0.01675670566834933,0.13405364534679465,1,39.26986729517974
254,Balanced,164915072.3255617,0.01675670566834933,0.13405364534679465,1,35.14531488846179
254,Resilience,168183391.8803875,0.02666189582139966,0.2132951665711973,1,30.669466260558973
255,Lowest Cost,153867712.33544794,0.0,0.0,0,37.91907584680513
255,Balanced,155672814.12776113,0.0,0.0,0,35.838569707918296
255,Resilience,161529745.65401092,0.0,0.0,0,30.441983782470707
256,Lowest Cost,184485962.83699334,0.09726997558429108,0.4240181979011537,1,38.402481735945685
256,Balanced,187112247.2482124,0.06878284432557244,0.3415526603494563,1,34.32431950629404
256,Resilience,191561187.36964175,0.04936301635031552,0.27324212827956507,1,30.680858159605844
257,Lowest Cost,136993948.00803065,0.0,0.0,0,39.87701510437835
257,Balanced,138327179.322805,0.0,0.0,0,34.32712485505055
257,Resilience,140843690.13501364,0.0,0.0,0,30.669510768417563
258,Lowest Cost,136080789.9571359,0.0017076223490220532,0.013660978792176426,1,39.76237238538935
258,Balanced,137787853.214895,0.009702913259125506,0.07762330607300405,1,34.550745140901455
258,Resilience,140557723.21623322,0.015524661214600818,0.12419728971680655,1,30.669587991203162
259,Lowest Cost,158431115.00493303,0.1260789193296381,0.5562131543411624,1,39.308571798083214
259,Balanced,161134506.50026605,0.07319133292714124,0.41715986575587183,1,34.308694100005965
259,Resilience,164670059.07024208,0.0753901461078388,0.3337278926046975,1,30.681770715826023
260,Lowest Cost,172118158.8925416,0.05181836446856272,0.4145469157485018,1,38.27930607613608
260,Balanced,174019968.65926397,0.038863773351422035,0.3109101868113763,1,35.82910336061965
260,Resilience,180670033.82259643,0.0,0.0,0,30.441486624476305
261,Lowest Cost,180903607.15516275,0.0,0.0,0,37.73782940890027
261,Balanced,182579257.1055053,0.0,0.0,0,35.82786200691921
261,Resilience,189570541.41932076,0.0,0.0,0,30.441420589130775
262,Lowest Cost,190867453.79638577,0.06959753433052632,0.5567802746442105,1,38.08054860237853
262,Balanced,192752783.57249585,0.025193772203039116,0.20155017762431293,1,34.83410637315816
262,Resilience,197334183.65344894,0.0,0.0,0,30.68182011786055
263,Lowest Cost,171085042.73595834,0.08734770334369908,0.3557515044908891,1,38.404306779944996
263,Balanced,172534313.38846534,0.054003812319370056,0.34303012225870355,1,35.97035497629872
263,Resilience,178596091.12546748,0.03678954842570911,0.2943163874056729,1,30.44390097816328
264,Lowest Cost,134652602.29319483,0.0,0.0,0,39.737252642242325
264,Balanced,137191730.1750041,0.0,0.0,0,33.64403743445506
264,Resilience,140128415.66127384,0.0,0.0,0,30.681441254827448
265,Lowest Cost,191428420.77426907,0.0,0.0,0,37.03148317857005
265,Balanced,192278844.36111173,0.0,0.0,0,35.86758521171319
265,Resilience,199414747.01549554,0.0,0.0,0,30.455944901370103
266,Lowest Cost,155391671.09946716,0.0,0.0,0,38.07023154141332
266,Balanced,156783852.43792242,0.0,0.0,0,35.95587458866204
266,Resilience,161771371.6612177,0.0,0.0,0,30.68026918478796
267,Lowest Cost,135933586.7034665,0.0,0.0,0,39.50471474964799
267,Balanced,138480667.4400144,0.0,0.0,0,33.643471411225676
267,Resilience,141451112.04345575,0.0,0.0,0,30.681369265185463
268,Lowest Cost,169781006.9619249,0.0,0.0,0,39.53185885292638
268,Balanced,171784486.2630234,0.0,0.0,0,34.598556332098966
268,Resilience,175365616.20718196,0.0,0.0,0,30.66961885139609
269,Lowest Cost,184144300.36793715,0.0,0.0,0,38.84513786727825
269,Balanced,186826724.40755314,0.0,0.0,0,34.76280873679584
269,Resilience,191121875.40007338,0.0,0.0,0,30.682143676252704
270,Lowest Cost,183209372.36959454,0.0,0.0,0,38.31547913509415
270,Balanced,185339367.6083984,0.0,0.0,0,34.832055684876494
270,Resilience,189517795.42152163,0.0,0.0,0,30.682848195089477
271,Lowest Cost,184531531.7014958,0.05788788787596108,0.41082195207755234,1,39.14266580107427
271,Balanced,187448083.38035768,0.017227975669856094,0.13782380535884875,1,34.50334488659826
271,Resilience,191525391.0905649,0.0,0.0,0,30.682289021659575
272,Lowest Cost,168958245.86892948,0.0,0.0,0,38.62425487263213
272,Balanced,171285566.3174969,0.0,0.0,0,34.24277318498915
272,Resilience,174893181.5266704,0.0,0.0,0,30.683300451484786
273,Lowest Cost,174478710.7913606,0.059874206122578655,0.47899364898062924,1,37.00234721219858
273,Balanced,176801322.80315548,0.04490565459193399,0.35924523673547193,1,35.75228082914915
273,Resilience,184416426.04378873,0.03592452367354719,0.2873961893883775,1,30.437434020966933
274,Lowest Cost,173064806.08122265,0.025420019101140695,0.20336015280912556,1,36.788083685583494
274,Balanced,174624891.74609393,0.0,0.0,0,36.0375453553506
274,Resilience,182344486.00675613,0.0,0.0,0,30.444056231359724
275,Lowest Cost,175825942.01249954,0.0,0.0,0,39.41618975376581
275,Balanced,177004852.23504415,0.0,0.0,0,34.80686872592131
275,Resilience,180232888.58164397,0.0,0.0,0,30.66949337643468
276,Lowest Cost,152504496.47382948,0.09184093822192559,0.7347275057754047,1,38.49657872703241
276,Balanced,155375007.30122066,0.07475978074659755,0.39345782710782784,1,33.76804591880569
276,Resilience,158829940.13775897,0.039345782710782776,0.3147662616862622,1,30.68093033513352
277,Lowest Cost,152480482.73742452,0.0,0.0,0,38.19500845112904
277,Balanced,153975845.85008022,0.0,0.0,0,35.883570885126254
277,Resilience,159334224.72358176,0.0,0.0,0,30.44421280839175
278,Lowest Cost,171365292.1833291,0.0,0.0,0,38.48330883271977
278,Balanced,173050589.74491608,0.0,0.0,0,35.88197804969128
278,Resilience,179090139.27354595,0.0,0.0,0,30.44412911916727
279,Lowest Cost,174140273.47329342,0.0,0.0,0,38.89910579164761
279,Balanced,175951545.41792947,0.0,0.0,0,35.250417352288494
279,Resilience,180098387.63205552,0.0,0.0,0,30.683631111867125
280,Lowest Cost,182916382.66520163,0.07381506891957684,0.5905205513566147,1,38.79929035843804
280,Balanced,184799402.0925927,0.035499015249966986,0.2839921219997359,1,35.26267095203652
280,Resilience,189083714.1653875,0.0,0.0,0,30.68411123345542
281,Lowest Cost,158822424.67327756,0.0,0.0,0,39.37935580415418
281,Balanced,160889981.58345088,0.0,0.0,0,34.87079828867348
281,Resilience,164488475.53146833,0.0,0.0,0,30.684038690891303
282,Lowest Cost,196446953.8498516,0.09695116154533497,0.5347416348794224,1,38.097194282471726
282,Balanced,198136278.83669356,0.08875060468918461,0.4230118148672055,1,35.936677900795104
282,Resilience,205516835.7109085,0.025358577931819212,0.2028686234545537,1,30.442323444977095
283,Lowest Cost,165626021.93950722,0.07385181805467766,0.5908145444374213,1,38.29081511305458
283,Balanced,167243555.33809364,0.034250000139039644,0.18048078609221607,1,34.6301803818175
283,Resilience,170925976.6225819,0.0187038430040202,0.1496307440321616,1,30.683271512587766
284,Lowest Cost,168517763.0982747,0.047470296483172345,0.3529406254280715,1,38.27983641184251
284,Balanced,170262623.33848885,0.034912290791994594,0.17964008934771813,1,35.88043566096517
284,Resilience,176221417.6755156,0.035928017869543624,0.287424142956349,1,30.444048095932157
285,Lowest Cost,139419594.69291806,0.0,0.0,0,40.13105024165444
285,Balanced,141674391.43678385,0.0,0.0,0,34.319448545060354
285,Resilience,144647092.8540362,0.0,0.0,0,30.68366690183182
286,Lowest Cost,158357035.9698669,0.0071059608580355815,0.05684768686428465,1,39.70374339531466
286,Balanced,159963562.5914401,0.029400992223396913,0.2352079377871753,1,34.69278594854349
286,Resilience,163061064.60659415,0.023520793778717533,0.18816635022974026,1,30.669560454216413
287,Lowest Cost,158004274.0235142,0.010033317239521986,0.08026653791617588,1,36.30357435265478
287,Balanced,159130852.83354816,0.0,0.0,0,35.793371631809244
287,Resilience,165902482.242918,0.0,0.0,0,30.437885425295057
288,Lowest Cost,181789348.16562945,0.03224661528537129,0.2579729222829703,1,37.46705860968147
288,Balanced,182841306.98011383,0.01433769773565663,0.11470158188525303,1,36.11504647108758
288,Resilience,189494720.92098498,0.0274947453067928,0.2199579624543424,1,30.442672726565274
289,Lowest Cost,138130142.1752647,0.03353048756515753,0.26824390052126024,1,39.6786047190148
289,Balanced,139876823.87018636,0.008382621891289382,0.06706097513031506,1,34.36682338071506
289,Resilience,142664963.041725,0.0,0.0,0,30.66959357382406
290,Lowest Cost,184244008.78756294,0.05022883364662439,0.40183066917299515,1,39.14526033620663
290,Balanced,186503228.5869847,0.05104421144891062,0.408353691591285,1,34.75474052288435
290,Resilience,190510122.75317478,0.03083418163735145,0.2466734530988116,1,30.68444991684906
291,Lowest Cost,136772470.90539712,0.01085892383223852,0.08687139065790817,1,39.5022278856623
291,Balanced,137480708.7797969,0.07176685649510675,0.45536648201132746,1,35.21806173373627
291,Resilience,140180592.0982522,0.06929032219103806,0.364293185609062,1,30.66946380807575
292,Lowest Cost,173022406.3934265,0.06616778866968481,0.5293423093574785,1,39.241954778124146
292,Balanced,175901776.6476528,0.08256563742124272,0.5293423093574785,1,34.388426089330515
292,Resilience,179732524.2607073,0.062257436160237656,0.28816702526196003,1,30.682065610958492
293,Lowest Cost,137574559.59208292,0.10870307048383011,0.546489508069935,1,40.12859110514834
293,Balanced,138880518.9603813,0.13619496486617805,0.5196584752423767,1,34.32048184054941
293,Resilience,141441883.2623557,0.10002036594700103,0.38883024911920216,1,30.669530419523696
294,Lowest Cost,174162528.84169415,0.0,0.0,0,37.00349132068541
294,Balanced,176929079.0726842,0.0,0.0,0,35.67201035367442
294,Resilience,185444007.29086587,0.0,0.0,0,30.43324621997583
295,Lowest Cost,148093770.48700926,0.0,0.0,0,38.36010031392269
295,Balanced,149619303.20858282,0.0,0.0,0,35.87253348842716
295,Resilience,154852288.09353572,0.02446731774979702,0.19573854199837615,1,30.538605040066564
296,Lowest Cost,169735245.46768075,0.0,0.0,0,36.511900531079064
296,Balanced,171576843.48986968,0.0,0.0,0,35.7745731719942
296,Resilience,179604853.141709,0.0,0.0,0,30.434408198699195
297,Lowest Cost,174164621.78591284,0.0,0.0,0,39.35961270649365
297,Balanced,175830444.6147339,0.0,0.0,0,34.25965503455809
297,Resilience,179080020.93713316,0.0,0.0,0,30.669543795532107
298,Lowest Cost,178732663.34651533,0.0,0.0,0,39.278391465329854
298,Balanced,180574845.6102549,0.0,0.0,0,35.151872536708446
298,Resilience,184470671.45910305,0.04665270457915993,0.37322163663327945,1,30.79806433400747
299,Lowest Cost,189573101.6173437,0.0,0.0,0,38.03076557219414
299,Balanced,191147051.73769012,0.0,0.0,0,35.85177843728312
299,Resilience,198264928.504136,0.0,0.0,0,30.494545701773163
300,Lowest Cost,173151245.27051598,0.06595271698234131,0.25075860090180313,1,38.35596400120766
300,Balanced,174401865.8323566,0.05318566576128486,0.23373522949473335,1,36.226267727815994
300,Resilience,180741838.48075742,0.0484028887298901,0.20023492624333417,1,30.460798004181633
301,Lowest Cost,182097809.41167143,0.0,0.0,0,37.775054476915535
301,Balanced,183479147.69915923,0.013692815543658102,0.10954252434926481,1,35.904047163992374
301,Resilience,190773219.1036284,0.021908504869852963,0.1752680389588237,1,30.440076298135782
302,Lowest Cost,169924862.96876281,0.014905526203518774,0.11924420962815019,1,38.73902289743722
302,Balanced,171588116.79396722,0.05008668531605573,0.40069348252844583,1,35.00444962866972
302,Resilience,175372811.79303238,0.031656732095369886,0.2532538567629591,1,30.66961823509854
303,Lowest Cost,166395073.7293669,0.0,0.0,0,36.91127183334969
303,Balanced,168503318.43691817,0.0,0.0,0,35.748051849335944
303,Resilience,175805324.858089,0.0,0.0,0,30.4372135538342
304,Lowest Cost,190741330.80262843,0.0,0.0,0,39.32226878193376
304,Balanced,192587632.44106135,0.0,0.0,0,34.60307595673431
304,Resilience,196416599.48171967,0.0,0.0,0,30.669576656196774
305,Lowest Cost,193090491.51853973,0.000647258158354827,0.005178065266838616,1,37.09486217028623
305,Balanced,195240234.7491315,0.03680857079648209,0.14769993311579666,1,35.77377158480008
305,Resilience,203383556.42513695,0.05889371327437133,0.23631989298527456,1,30.43856485144252
306,Lowest Cost,200744930.2480539,0.0,0.0,0,39.04536902126466
306,Balanced,202374369.6771073,0.0,0.0,0,34.68798234156048
306,Resilience,206122873.9224044,0.0,0.0,0,30.690099642164753
307,Lowest Cost,153061221.4618209,0.0,0.0,0,37.710722347036246
307,Balanced,154526339.83242807,0.0,0.0,0,35.80124117105421
307,Resilience,160704316.49722108,0.0,0.0,0,30.44000975898244
308,Lowest Cost,153381833.78997868,0.0,0.0,0,38.63786029044054
308,Balanced,155033532.68742764,0.0,0.0,0,35.82308461395526
308,Resilience,161018010.21620485,0.0,0.0,0,30.441163694307768
309,Lowest Cost,192494840.35941678,0.0,0.0,0,38.92988150696022
309,Balanced,194131781.35976708,0.0,0.0,0,34.82286930021785
309,Resilience,198030649.88236383,0.0,0.0,0,30.669571096678585
310,Lowest Cost,164528195.20338872,0.0,0.0,0,38.47218783015949
310,Balanced,166156649.8379877,0.0,0.0,0,35.82762088076522
310,Resilience,172521241.91068977,0.0,0.0,0,30.44137953837854
311,Lowest Cost,146026845.34658396,0.052922183388004806,0.42337746710403845,1,39.51865101684736
311,Balanced,147486412.63078585,0.04960984984330258,0.1456529206421937,1,34.31826571849173
311,Resilience,150218818.95030326,0.08648877014383206,0.34891562718772207,1,30.66953697301942
312,Lowest Cost,178804224.42934117,0.0,0.0,0,38.27231589252691
312,Balanced,180619795.92579392,0.0,0.0,0,35.88372065726675
312,Resilience,186903683.18754804,0.0,0.0,0,30.444220678410183
313,Lowest Cost,173783672.95042184,0.015336547831503483,0.12269238265202786,1,39.30116672297958
313,Balanced,175259754.0102373,0.0,0.0,0,34.905566544061436
313,Resilience,178640259.1835035,0.016924509369364904,0.13539607495491923,1,30.669541073170986
314,Lowest Cost,147192054.70040327,0.0,0.0,0,39.57773912226731
314,Balanced,148985071.59662646,0.0,0.0,0,34.34158559392649
314,Resilience,151979016.80840096,0.0,0.0,0,30.669600214458562
315,Lowest Cost,192494142.78043023,0.020973726425192227,0.16778981140153781,1,38.0600619595428
315,Balanced,193633189.8156207,0.058431891187660276,0.4674551295012822,1,36.19647545776746
315,Resilience,200391650.62390098,0.046745512950128215,0.3739641036010257,1,30.469763226979676
316,Lowest Cost,176075580.02288714,0.0,0.0,0,37.616653530779196
316,Balanced,177428493.9367669,0.05415269393318495,0.4332215514654796,1,35.85217071074928
316,Resilience,183961480.97483116,0.03136501282242864,0.2509201025794291,1,30.442532774182673
317,Lowest Cost,158875226.1243129,0.039371620480367284,0.31497296384293827,1,38.171138313211806
317,Balanced,160785422.93462178,0.039371620480367284,0.31497296384293827,1,35.81043120219225
317,Resilience,167119695.2054923,0.03503339436163287,0.280267154893063,1,30.440497146996044
318,Lowest Cost,136663694.42053324,0.07420136648808791,0.5936109319047033,1,39.91956096791141
318,Balanced,139030910.16433054,0.057120909759572805,0.45696727807658244,1,34.30375541437417
318,Resilience,142065042.60513362,0.064128404502708,0.365573822461266,1,30.68196033557408
319,Lowest Cost,173130103.39368287,0.07286707865872005,0.3820091260825168,1,37.203052645983966
319,Balanced,175420909.224648,0.1112226994374555,0.4129904680354908,1,34.0500533678859
319,Resilience,179570127.2611669,0.10583826336271725,0.33039237442839264,1,30.68055790378058
320,Lowest Cost,137481338.06955072,0.10367425340442377,0.5073846099048475,1,36.25742710463387
320,Balanced,138265966.94976377,0.04976756556385252,0.16425718535876477,1,35.26129924500789
320,Resilience,140556000.0243371,0.049277155607629436,0.3942172448610355,1,31.411994531254784
321,Lowest Cost,174850047.1900957,0.017130940542752493,0.13704752434201994,1,37.13941150951414
321,Balanced,177265231.61381584,0.04698573006189741,0.13704752434201994,1,35.7889363979997
321,Resilience,185215255.48895353,0.04548830465114728,0.19776526778369174,1,30.435816476412022
322,Lowest Cost,171104649.54517108,0.0,0.0,0,38.60000349540631
322,Balanced,172743099.29455373,0.0,0.0,0,34.61627111560572
322,Resilience,176297101.4399062,0.0,0.0,0,30.669596945263383
323,Lowest Cost,177525991.45038536,0.0,0.0,0,36.87873134833213
323,Balanced,178512128.2986955,0.0,0.0,0,35.868683412595246
323,Resilience,184891818.40783054,0.0,0.0,0,30.44343123775887
324,Lowest Cost,158150259.1237817,0.0,0.0,0,39.671780026820194
324,Balanced,159867114.99610046,0.0,0.0,0,34.880257965840464
324,Resilience,163231777.8460922,0.0,0.0,0,30.66959445578873
325,Lowest Cost,159373559.54403016,0.0,0.0,0,38.50221350351016
325,Balanced,162249662.66667295,0.0,0.0,0,33.94825849969772
325,Resilience,165886092.4127485,0.0,0.0,0,30.681107324466787
326,Lowest Cost,150527165.84427065,0.03486014828041373,0.2788811862433098,1,38.53158017621301
326,Balanced,152366056.4834422,0.0845138075865152,0.44850533460219466,1,35.82510058625966
326,Resilience,158228172.71784586,0.08766841126943777,0.35880426768175566,1,30.44127035819086
327,Lowest Cost,182740230.8336529,0.021327326121701143,0.17061860897360914,1,38.55367979228598
327,Balanced,184132258.8624673,0.06016485173889505,0.4813188139111604,1,35.181785538131614
327,Resilience,187944510.42156866,0.048131881391116044,0.38505505112892835,1,30.748067125226356
328,Lowest Cost,151234234.43644795,0.0,0.0,0,39.43855102622699
328,Balanced,153250690.15578845,0.0,0.0,0,34.335394914746814
328,Resilience,156394494.62594408,0.0,0.0,0,30.669615639031555
329,Lowest Cost,150020892.88075173,0.0,0.0,0,39.99022542383978
329,Balanced,151315836.67831618,0.0,0.0,0,34.53476071239901
329,Resilience,154085089.90031394,0.0,0.0,0,30.669515504486316
330,Lowest Cost,181696672.96433526,0.0,0.0,0,38.375624179131414
330,Balanced,182905548.90095627,0.0,0.0,0,36.05859750563115
330,Resilience,189425462.0674378,0.0,0.0,0,30.44350183643808
331,Lowest Cost,170075156.48937064,0.04915939085382505,0.3932751268306004,1,37.70948952029956
331,Balanced,171138812.86530277,0.017457343546299117,0.13965874837039294,1,36.206716850919946
331,Resilience,177189183.5934324,0.0,0.0,0,30.480267199599126
332,Lowest Cost,204361973.79713196,0.0,0.0,0,38.27399784265652
332,Balanced,207238368.28634083,0.0,0.0,0,34.54795740468872
332,Resilience,212415435.3171437,0.0,0.0,0,30.68113309971738
333,Lowest Cost,131785767.56746712,0.07942215651900703,0.6353772521520562,1,39.832821874923
333,Balanced,133924248.45289885,0.05956661738925528,0.47653293911404226,1,34.314288661401754
333,Resilience,136771355.71412852,0.047653293911404215,0.3812263512912337,1,30.683105474697303
334,Lowest Cost,172943997.88895956,0.09213654535778817,0.7235894744969078,1,39.210142911995845
334,Balanced,175488613.72593802,0.12079960104205073,0.561075225510995,1,34.43660197757675
334,Resilience,179720980.2305098,0.09003780305900211,0.44886018040879605,1,30.681362994250616
335,Lowest Cost,161439013.44158813,0.07470203817392129,0.5976163053913703,1,39.68183053437489
335,Balanced,164229261.31060866,0.05602652863044097,0.44821222904352775,1,34.39029215178383
335,Resilience,167814869.3474332,0.04482122290435277,0.35856978323482214,1,30.682074104634818
336,Lowest Cost,161647952.68542275,0.02756739167178253,0.22053913337426023,1,39.30138590545538
336,Balanced,164079024.39657867,0.012147079474604902,0.09717663579683922,1,34.45225741868521
336,Resilience,167644787.9386264,0.019435327159367854,0.15548261727494284,1,30.68305015705787
337,Lowest Cost,182609705.7577897,0.006454079160880533,0.05163263328704426,1,38.109451155182946
337,Balanced,183966266.77602467,0.01872891146650875,0.14983129173207,1,35.34087627623877
337,Resilience,188383639.16165382,0.029966258346414004,0.23973006677131203,1,30.687501527193827
338,Lowest Cost,198145339.399704,0.019949711361449463,0.1595976908915957,1,36.49016660031389
338,Balanced,199517305.11027852,0.019949711361449463,0.1595976908915957,1,36.03903637751451
338,Resilience,208254847.61348546,0.0,0.0,0,30.436485807200533
339,Lowest Cost,183051066.4183241,0.036924516631193574,0.2953961330495486,1,38.313597137429774
339,Balanced,185321823.19712606,0.016399361130900666,0.13119488904720533,1,34.65175745268545
339,Resilience,189510692.0234334,0.022192118690823742,0.17753694952658994,1,30.682346731815226
340,Lowest Cost,212629941.30130365,0.06148512068297825,0.491880965463826,1,36.347803281117926
340,Balanced,214807781.53634802,0.07765117094479304,0.44540979555696036,1,35.72118486835467
340,Resilience,224472067.46213078,0.07080817985303169,0.3563278364455683,1,30.435449931162474
341,Lowest Cost,126912812.82045624,0.0,0.0,0,39.77454911407705
341,Balanced,128672594.00323121,0.0,0.0,0,34.32665262613296
341,Resilience,131322818.37906696,0.0,0.0,0,30.684451259011567
342,Lowest Cost,186156737.22531363,0.047915889209603976,0.3833271136768318,1,38.350588330909034
342,Balanced,188724262.76309112,0.018791862715950916,0.15033490172760733,1,34.39603604708876
342,Resilience,192743635.9931517,0.030066980345521466,0.24053584276417173,1,30.960942620731952
343,Lowest Cost,154810450.3527775,0.0,0.0,0,37.199159888594146
343,Balanced,156797054.41876066,0.0,0.0,0,35.78107354341917
343,Resilience,163265291.57513514,0.0,0.0,0,30.43894742175872
344,Lowest Cost,154923492.802088,0.0,0.0,0,39.19334176426631
344,Balanced,156866158.92104182,0.0,0.0,0,34.45199883715685
344,Resilience,160093414.6603961,0.0,0.0,0,30.684858799095256
345,Lowest Cost,174169713.12804335,0.0,0.0,0,39.01863853446917
345,Balanced,176578281.36844274,0.0,0.0,0,34.314120731155896
345,Resilience,180333763.17123142,0.0,0.0,0,30.683087207958994
346,Lowest Cost,148796827.81520236,0.14125148562390133,0.610767777354796,1,39.59117142627232
346,Balanced,150492828.77667207,0.06975404739857526,0.38943308072731075,1,34.350331323857176
346,Resilience,153428092.99615434,0.03894330807273108,0.31154646458184865,1,30.6695784021891
347,Lowest Cost,170053146.1694018,0.0,0.0,0,36.65653876877597
347,Balanced,171008346.1842879,0.0,0.0,0,35.71464673135864
347,Resilience,178778261.6569367,0.0,0.0,0,30.43546735984493
348,Lowest Cost,195530747.5460362,0.06611257843080454,0.5289006274464363,1,38.05036232345607
348,Balanced,197204261.32707185,0.051165940343279204,0.40932752274623363,1,35.96654063315277
348,Resilience,204214683.7054607,0.04093275227462338,0.32746201819698706,1,30.44354666615549
349,Lowest Cost,173758971.29410186,0.0009447727043992993,0.007558181635194394,1,37.631082130645
349,Balanced,175178634.92630813,0.0,0.0,0,35.880476562416334
349,Resilience,181309026.747627,0.0,0.0,0,30.444050244330235
350,Lowest Cost,158342570.19517714,0.05795620709307499,0.4636496567445999,1,39.7300545025328
350,Balanced,160790520.34002936,0.03364683257347581,0.15990776674979523,1,34.32067632782333
350,Resilience,164153751.27245665,0.05383493211756131,0.25585242679967235,1,30.683800536944446
351,Lowest Cost,163873832.7783774,0.0012814622306672602,0.010251697845338081,1,39.52513630482297
351,Balanced,166200712.0340016,0.018724333095909707,0.14979466476727765,1,34.94708828357587
351,Resilience,170089835.68696025,0.029958932953455544,0.23967146362764435,1,30.682949872140405
352,Lowest Cost,163806694.04423866,0.0,0.0,0,39.837089029607114
352,Balanced,164513601.4298887,0.0,0.0,0,35.488708157982686
352,Resilience,167167422.5468287,0.0,0.0,0,31.41257181862781
353,Lowest Cost,173118794.07403463,0.05806298485363211,0.311728919169015,1,37.15220477525064
353,Balanced,174226205.24870422,0.05806298485363211,0.311728919169015,1,36.01993878698271
353,Resilience,181271710.51163235,0.06892417154421211,0.311728919169015,1,30.439394168777458
354,Lowest Cost,146991368.43658075,0.0,0.0,0,38.46682838129373
354,Balanced,148539385.87700993,0.0,0.0,0,35.89130677081143
354,Resilience,153245728.06920397,0.012511552861493344,0.10009242289194675,1,30.680322765380716
355,Lowest Cost,187379109.6523268,0.0,0.0,0,39.00515325514371
355,Balanced,189884607.12036827,0.0,0.0,0,34.381323413831346
355,Resilience,194403342.4206901,0.0,0.0,0,30.681278680019606
356,Lowest Cost,175191481.2251382,0.05980652430123361,0.47845219440986886,1,39.27747161652697
356,Balanced,176599988.19707987,0.01921398736525022,0.15371189892200177,1,34.94242959077879
356,Resilience,179942413.3243513,0.0,0.0,0,30.66951687838532
357,Lowest Cost,197653813.48984358,0.06962308339867913,0.5569846671894331,1,38.095410671696065
357,Balanced,199155195.33702478,0.023852005494239784,0.19081604395391827,1,36.08575144209587
357,Resilience,206484938.84606454,0.0,0.0,0,30.44256342079086
358,Lowest Cost,126519967.86760563,0.0,0.0,0,39.37266938023673
